Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,90.089996,92.570000,89.419998,91.110001,91.110001,37335600
2023-03-14,92.559998,94.360001,92.440002,93.970001,93.970001,36050200
2023-03-15,93.220001,96.930000,92.639999,96.110001,96.110001,50622100
2023-03-16,96.199997,101.190002,95.500000,100.320000,100.320000,65492000
2023-03-17,100.260002,102.839996,100.099998,101.620003,101.620003,61028500
2023-03-20,100.120003,101.750000,99.870003,101.220001,101.220001,32960400
2023-03-21,101.250000,105.099998,101.220001,104.919998,104.919998,42110300
2023-03-22,104.269997,106.589996,103.330002,103.370003,103.370003,43427400
2023-03-23,105.059998,106.300003,104.459999,105.599998,105.599998,40797800
2023-03-24,104.989998,105.489998,103.839996,105.440002,105.440002,30393300
2023-03-27,104.620003,104.760002,101.930000,102.459999,102.459999,31120900
2023-03-28,102.440002,102.449997,99.739998,101.029999,101.029999,32057900
2023-03-29,102.279999,102.489998,100.650002,101.389999,101.389999,28779600
2023-03-30,100.910004,101.160004,99.779999,100.889999,100.889999,33086200
2023-03-31,101.300003,103.889999,101.040001,103.730003,103.730003,36863400
2023-04-03,102.389999,104.529999,101.930000,104.360001,104.360001,25035400
2023-04-04,104.330002,105.580002,104.040001,104.720001,104.720001,24420100
2023-04-05,105.779999,106.099998,103.660004,104.470001,104.470001,28290500
2023-04-06,105.260002,109.169998,104.330002,108.419998,108.419998,48711500
2023-04-10,106.980003,107.589996,105.120003,106.440002,106.440002,27067400
2023-04-11,106.550003,106.730003,104.680000,105.349998,105.349998,26311800
2023-04-12,106.580002,106.750000,104.339996,104.639999,104.639999,24370300
2023-04-13,105.839996,107.489998,105.839996,107.430000,107.430000,24843600
2023-04-14,106.889999,108.940002,106.839996,108.870003,108.870003,26578000
2023-04-17,104.660004,106.160004,104.519997,105.970001,105.970001,37571200
2023-04-18,106.489998,106.540001,104.070000,104.500000,104.500000,26596400
2023-04-19,103.580002,104.980003,103.070000,104.180000,104.180000,20905700
2023-04-20,103.910004,106.250000,103.870003,105.290001,105.290001,27820800
2023-04-21,105.470001,106.000000,104.779999,105.410004,105.410004,25800100
2023-04-24,105.489998,106.629997,104.699997,105.970001,105.970001,23542800
2023-04-25,105.830002,106.690002,103.839996,103.849998,103.849998,46664100
2023-04-26,104.919998,106.349998,102.629997,103.709999,103.709999,53347600
2023-04-27,104.449997,108.370003,103.540001,107.589996,107.589996,50089200
2023-04-28,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
2023-05-01,106.839996,107.989998,106.820000,107.199997,107.199997,26681700
2023-05-02,107.139999,107.199997,103.709999,105.320000,105.320000,30997200
2023-05-03,105.529999,107.489998,104.959999,105.410004,105.410004,21795400
2023-05-04,105.489998,105.599998,103.970001,104.690002,104.690002,23419500
2023-05-05,104.820000,105.879997,104.110001,105.570000,105.570000,26625100
2023-05-08,105.180000,107.959999,105.160004,107.769997,107.769997,26511400
2023-05-09,108.389999,110.150002,107.190002,107.349998,107.349998,36360100
2023-05-10,107.970001,112.940002,107.930000,111.750000,111.750000,63153400
2023-05-11,115.400002,117.919998,114.410004,116.570000,116.570000,78900000
2023-05-12,116.680000,118.029999,116.110001,117.510002,117.510002,41073800
2023-05-15,116.110001,118.480003,116.010002,116.510002,116.510002,36266800
2023-05-16,116.489998,120.750000,116.430000,119.510002,119.510002,45035600
2023-05-17,119.610001,121.669998,118.889999,120.839996,120.839996,33323600
2023-05-18,120.949997,123.309998,120.830002,122.830002,122.830002,35234200
2023-05-19,123.550003,125.970001,122.150002,122.760002,122.760002,41330300
2023-05-22,122.940002,126.430000,122.739998,125.050003,125.050003,35253000
2023-05-23,124.160004,124.629997,122.209999,122.559998,122.559998,34046300
2023-05-24,121.120003,121.910004,119.860001,120.900002,120.900002,34182600
2023-05-25,124.519997,125.320000,121.959999,123.480003,123.480003,42317000
2023-05-26,123.169998,125.260002,122.449997,124.610001,124.610001,35635900
2023-05-30,125.639999,125.660004,122.000000,123.669998,123.669998,35076700
2023-05-31,122.750000,124.059998,122.500000,122.870003,122.870003,37325800
2023-06-01,122.820000,124.419998,122.620003,123.720001,123.720001,30772700
2023-06-02,123.989998,126.150002,123.760002,124.669998,124.669998,26963100
2023-06-05,124.010002,127.430000,123.839996,126.010002,126.010002,32305500
2023-06-06,126.010002,128.289993,125.360001,127.309998,127.309998,26638300
2023-06-07,126.970001,129.039993,122.120003,122.500000,122.500000,52539000
2023-06-08,122.230003,123.230003,121.239998,122.139999,122.139999,29389200
2023-06-09,122.250000,123.760002,121.910004,122.230003,122.230003,23762500
2023-06-12,122.790001,124.050003,121.660004,123.639999,123.639999,28306400
2023-06-13,124.980003,125.160004,123.180000,123.830002,123.830002,22278300
2023-06-14,123.099998,124.050003,121.449997,123.669998,123.669998,30592300
2023-06-15,123.139999,125.459999,122.400002,125.089996,125.089996,35246300
2023-06-16,125.930000,126.110001,123.279999,123.529999,123.529999,45514000
2023-06-20,122.930000,124.570000,122.139999,123.099998,123.099998,26097500
2023-06-21,122.400002,122.660004,120.099998,120.550003,120.550003,30306300
2023-06-22,120.000000,123.239998,118.830002,123.150002,123.150002,26952200
2023-06-23,121.379997,122.790001,121.059998,122.339996,122.339996,34885300
2023-06-26,120.760002,122.000000,118.269997,118.339996,118.339996,33969900
2023-06-27,117.080002,119.080002,116.099998,118.330002,118.330002,39535900
2023-06-28,117.089996,120.389999,116.849998,120.180000,120.180000,27091400
2023-06-29,119.239998,120.059998,118.300003,119.099998,119.099998,24090900
2023-06-30,120.169998,121.080002,119.690002,119.699997,119.699997,29519700
2023-07-03,119.239998,120.190002,118.820000,119.900002,119.900002,14467900
2023-07-05,119.239998,122.610001,119.230003,121.750000,121.750000,27584800
2023-07-06,119.800003,120.300003,118.400002,120.110001,120.110001,24745200
2023-07-07,120.099998,121.050003,119.400002,119.480003,119.480003,21692600
2023-07-10,118.300003,118.309998,116.139999,116.449997,116.449997,35315200
2023-07-11,116.290001,117.709999,115.349998,117.139999,117.139999,23078800
2023-07-12,118.800003,120.330002,118.410004,118.930000,118.930000,30404400
2023-07-13,120.930000,124.830002,120.449997,124.540001,124.540001,44297900
2023-07-14,124.800003,126.779999,123.489998,125.419998,125.419998,33266800
2023-07-17,125.940002,127.099998,124.199997,124.650002,124.650002,25716200
2023-07-18,124.599998,124.680000,122.959999,123.760002,123.760002,26226400
2023-07-19,124.599998,125.180000,121.800003,122.029999,122.029999,37224000
2023-07-20,121.419998,124.089996,118.220001,119.199997,119.199997,37906800
2023-07-21,120.620003,120.989998,118.730003,120.019997,120.019997,72937900
2023-07-24,121.660004,123.000000,120.980003,121.529999,121.529999,29686100
2023-07-25,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
2023-07-26,130.070007,130.979996,128.320007,129.270004,129.270004,61682100
2023-07-27,131.669998,133.240005,128.789993,129.399994,129.399994,44952100
2023-07-28,130.779999,133.740005,130.570007,132.580002,132.580002,36591200
2023-07-31,132.729996,133.529999,131.779999,132.720001,132.720001,28055500
2023-08-01,130.779999,132.630005,130.679993,131.550003,131.550003,23166800
2023-08-02,129.449997,130.089996,127.559998,128.380005,128.380005,26273300
2023-08-03,127.970001,129.389999,127.419998,128.449997,128.449997,20089500
2023-08-04,129.279999,131.509995,127.910004,128.110001,128.110001,26130000
2023-08-07,129.160004,131.610001,129.020004,131.529999,131.529999,22746300
2023-08-08,130.619995,131.509995,129.539993,131.399994,131.399994,23535200
2023-08-09,131.660004,132.039993,129.000000,129.660004,129.660004,24912900
2023-08-10,131.320007,132.050003,129.449997,129.690002,129.690002,20857800
2023-08-11,128.660004,129.929993,128.169998,129.559998,129.559998,19569200
2023-08-14,129.389999,131.369995,128.960007,131.330002,131.330002,24695600
2023-08-15,131.100006,131.419998,129.279999,129.779999,129.779999,19770700
2023-08-16,128.699997,130.279999,127.870003,128.699997,128.699997,25216100
2023-08-17,129.800003,131.990005,129.289993,129.919998,129.919998,33446300
2023-08-18,128.509995,129.250000,126.379997,127.459999,127.459999,30491300
2023-08-21,127.180000,128.729996,126.559998,128.369995,128.369995,25248700
2023-08-22,128.509995,130.279999,128.320007,129.080002,129.080002,22067500
2023-08-23,130.179993,133.410004,129.869995,132.369995,132.369995,27819700
2023-08-24,133.949997,134.250000,129.570007,129.779999,129.779999,28500700
2023-08-25,129.539993,130.759995,127.250000,129.880005,129.880005,26762900
2023-08-28,131.309998,132.539993,130.139999,131.009995,131.009995,20543300
2023-08-29,132.240005,136.570007,132.240005,134.570007,134.570007,43075600
2023-08-30,134.779999,136.279999,134.070007,135.880005,135.880005,28315800
2023-08-31,136.009995,138.000000,135.789993,136.169998,136.169998,30053800
2023-09-01,137.460007,137.460007,134.850006,135.660004,135.660004,21524600
2023-09-05,135.440002,136.419998,134.580002,135.770004,135.770004,19403100
2023-09-06,136.020004,136.529999,133.669998,134.460007,134.460007,18684500
2023-09-07,133.589996,135.580002,132.949997,135.259995,135.259995,18844300
2023-09-08,134.910004,136.660004,134.850006,136.380005,136.380005,23558300
2023-09-11,136.539993,137.479996,135.789993,136.919998,136.919998,20763400
2023-09-12,136.259995,136.869995,135.190002,135.339996,135.339996,18405500
2023-09-13,135.089996,136.899994,134.149994,136.710007,136.710007,20749500
2023-09-14,137.600006,138.699997,136.240005,138.100006,138.100006,24751000
2023-09-15,137.979996,138.520004,136.479996,137.399994,137.399994,38908400
2023-09-18,136.610001,139.160004,136.610001,138.210007,138.210007,21861300
2023-09-19,137.419998,138.410004,136.619995,138.039993,138.039993,20353700
2023-09-20,138.080002,138.080002,133.619995,133.740005,133.740005,29927500
2023-09-21,131.440002,132.229996,130.070007,130.440002,130.440002,31488700
2023-09-22,130.759995,132.029999,129.600006,130.250000,130.250000,26397300
2023-09-25,129.830002,131.169998,128.960007,131.110001,131.110001,20094600
2023-09-26,129.770004,130.360001,127.220001,128.570007,128.570007,25718700
2023-09-27,128.570007,130.899994,128.570007,130.539993,130.539993,22746500
2023-09-28,129.839996,133.300003,129.789993,132.309998,132.309998,22513100
2023-09-29,133.279999,134.050003,130.360001,130.860001,130.860001,30848100
2023-10-02,131.210007,134.419998,131.169998,134.169998,134.169998,22288000
2023-10-03,133.940002,134.259995,131.839996,132.429993,132.429993,22989400
2023-10-04,132.789993,135.570007,132.529999,135.240005,135.240005,26752300
2023-10-05,135.070007,135.490005,133.449997,135.070007,135.070007,19832600
2023-10-06,134.009995,138.160004,134.009995,137.580002,137.580002,27583200
2023-10-09,136.940002,138.940002,135.610001,138.419998,138.419998,19278100
2023-10-10,138.500000,139.720001,137.330002,138.059998,138.059998,27786600
2023-10-11,138.580002,141.110001,138.580002,140.550003,140.550003,25884300
2023-10-12,141.050003,141.220001,138.259995,138.970001,138.970001,24765500
2023-10-13,139.380005,140.000000,136.619995,137.360001,137.360001,23420500
2023-10-16,138.169998,139.630005,137.990005,139.100006,139.100006,28501900
2023-10-17,138.630005,139.899994,137.179993,139.720001,139.720001,23515800
2023-10-18,139.449997,140.720001,137.380005,137.960007,137.960007,23375000
2023-10-19,138.500000,139.660004,137.380005,137.750000,137.750000,26066000
2023-10-20,137.330002,137.869995,135.080002,135.600006,135.600006,26315200
2023-10-23,135.039993,137.660004,133.949997,136.500000,136.500000,26317900
2023-10-24,137.830002,139.360001,137.419998,138.809998,138.809998,44814300
2023-10-25,128.160004,128.309998,125.070000,125.610001,125.610001,84366200
2023-10-26,123.269997,124.330002,121.269997,122.279999,122.279999,57061100
2023-10-27,122.879997,123.309998,120.209999,122.169998,122.169998,44566500
2023-10-30,123.209999,125.400002,122.750000,124.459999,124.459999,28940100
2023-10-31,125.059998,125.370003,122.690002,124.080002,124.080002,26292300
2023-11-01,124.070000,126.489998,123.720001,126.449997,126.449997,30082400
2023-11-02,128.419998,128.979996,126.930000,127.489998,127.489998,27124600
2023-11-03,128.020004,129.529999,127.860001,129.100006,129.100006,26380100
2023-11-06,129.050003,130.339996,128.669998,130.250000,130.250000,19052700
2023-11-07,130.710007,131.910004,129.880005,130.970001,130.970001,29757300
2023-11-08,130.970001,132.210007,130.779999,131.839996,131.839996,26425800
2023-11-09,131.960007,132.550003,130.070007,130.240005,130.240005,23747800
2023-11-10,130.100006,132.800003,129.410004,132.589996,132.589996,26913300
2023-11-13,131.779999,132.589996,131.250000,132.089996,132.089996,18324800
2023-11-14,134.190002,135.699997,133.320007,133.619995,133.619995,32395200
2023-11-15,134.869995,135.029999,133.570007,134.619995,134.619995,23861500
2023-11-16,135.190002,137.220001,134.320007,136.929993,136.929993,27966600
2023-11-17,135.190002,135.979996,135.205002,135.524200,135.524200,4080802
